Time_PC,Temperature,Humidity,Pressure,Altitude,Rain
2025-03-25 20:06:54,25.14,71.10,85.05,16664.74,1
2025-03-25 20:07:54,25.16,71.19,85.05,16664.76,1
2025-03-25 20:08:54,25.06,71.15,85.05,16664.87,1
2025-03-25 20:09:55,25.10,71.35,85.05,16664.75,1
2025-03-25 20:10:55,25.12,71.29,85.05,16664.74,1
2025-03-25 20:11:55,24.99,71.58,85.06,16664.30,1
2025-03-25 20:12:55,24.84,71.76,85.05,16664.59,1
2025-03-25 20:13:55,24.80,71.85,85.06,16664.39,1
2025-03-25 20:14:55,24.88,71.75,85.06,16664.10,1
2025-03-25 20:15:55,24.99,71.56,85.07,16663.90,1
2025-03-25 20:16:55,25.03,71.26,85.06,16664.15,1
2025-03-25 20:17:55,25.06,71.31,85.07,16663.96,1
2025-03-25 20:18:55,25.16,70.95,85.07,16663.70,1
2025-03-25 20:19:55,24.99,71.56,85.07,16663.53,1
2025-03-25 20:20:55,24.86,71.89,85.07,16663.77,1
2025-03-25 20:21:56,24.82,72.01,85.07,16663.58,1
2025-03-25 20:22:56,24.83,72.24,85.07,16663.36,1
2025-03-25 20:23:56,24.79,72.10,85.08,16663.29,1
2025-03-25 20:24:56,24.90,71.94,85.08,16663.21,1
2025-03-25 20:25:56,24.84,72.05,85.08,16663.09,1
2025-03-25 20:26:56,24.75,72.23,85.08,16663.01,1
2025-03-25 20:27:56,24.78,72.25,85.08,16662.80,1
2025-03-25 20:28:56,24.80,72.37,85.08,16662.79,1
2025-03-25 20:29:56,24.86,72.17,85.09,16662.63,1
2025-03-25 20:30:56,24.72,72.62,85.09,16662.69,1
2025-03-25 20:31:56,24.84,72.27,85.08,16662.85,1
2025-03-25 20:32:57,24.91,72.10,85.09,16662.37,1
2025-03-25 20:33:57,24.91,72.03,85.09,16662.61,1
2025-03-25 20:34:57,24.86,72.11,85.09,16662.59,1
2025-03-25 20:35:57,24.71,72.78,85.09,16662.55,1
2025-03-25 20:36:57,24.80,72.27,85.09,16662.70,1
2025-03-25 20:37:57,24.88,72.01,85.09,16662.57,1
2025-03-25 20:38:57,24.91,71.93,85.09,16662.43,1
2025-03-25 20:39:57,24.93,72.00,85.09,16662.12,1
2025-03-25 20:40:57,24.91,72.03,85.09,16662.28,1
2025-03-25 20:41:57,24.86,72.11,85.09,16662.21,1
2025-03-25 20:42:57,24.93,71.74,85.10,16661.84,1
2025-03-25 20:43:58,24.93,71.80,85.10,16662.00,1
2025-03-25 20:44:58,24.84,71.84,85.10,16661.93,1
2025-03-25 20:45:58,24.83,71.94,85.10,16662.05,1
2025-03-25 20:46:58,24.83,71.97,85.10,16661.66,1
2025-03-25 20:47:58,24.87,71.75,85.10,16661.90,1
2025-03-25 20:48:58,24.82,72.10,85.09,16662.22,1
2025-03-25 20:49:58,24.71,72.34,85.10,16661.97,1
2025-03-25 20:50:58,24.50,72.79,85.09,16662.22,1
2025-03-25 20:51:58,24.68,72.48,85.10,16661.90,1
2025-03-25 20:52:58,24.52,72.67,85.10,16661.79,1
2025-03-25 20:53:58,24.49,72.86,85.11,16661.49,1
2025-03-25 20:54:59,24.54,72.69,85.10,16661.60,1
2025-03-25 20:55:59,24.64,72.38,85.11,16661.39,1
2025-03-25 20:56:59,24.62,72.24,85.10,16661.62,1
2025-03-25 20:57:59,24.52,72.48,85.10,16661.49,1
2025-03-25 20:58:59,24.52,72.53,85.11,16661.30,1
2025-03-25 20:59:59,24.58,72.32,85.11,16661.22,1
2025-03-25 21:00:59,24.65,72.09,85.11,16661.29,1
2025-03-25 21:01:59,24.69,71.93,85.12,16660.79,1
2025-03-25 21:02:59,24.68,72.08,85.12,16660.67,1
2025-03-25 21:03:59,24.62,71.96,85.11,16660.89,1
2025-03-25 21:04:59,24.50,72.46,85.11,16660.93,1
2025-03-25 21:06:00,24.52,72.58,85.11,16661.32,1
2025-03-25 21:07:00,24.41,72.82,85.11,16661.01,1
2025-03-25 21:08:00,24.42,72.93,85.11,16661.10,1
2025-03-25 21:09:00,24.46,72.80,85.11,16661.16,1
2025-03-25 21:10:00,24.49,72.77,85.12,16660.77,1
2025-03-25 21:11:00,24.46,72.70,85.11,16660.89,1
2025-03-25 21:12:00,24.43,72.72,85.12,16660.78,1
2025-03-25 21:13:00,24.50,72.60,85.12,16660.70,1
2025-03-25 21:14:00,24.30,73.27,85.12,16660.80,1
2025-03-25 21:15:00,24.04,74.09,85.12,16660.72,1
2025-03-25 21:16:00,23.96,74.30,85.12,16660.64,1
2025-03-25 21:17:01,23.93,74.48,85.12,16660.43,1
2025-03-25 21:18:01,24.07,74.25,85.12,16660.36,1
2025-03-25 21:19:01,24.20,73.80,85.12,16660.35,1
2025-03-25 21:20:01,24.36,73.15,85.13,16660.01,1
2025-03-25 21:21:01,24.34,73.27,85.13,16660.20,1
2025-03-25 21:22:01,24.42,73.14,85.13,16659.81,1
2025-03-25 21:23:01,24.45,73.11,85.13,16659.74,1
2025-03-25 21:24:01,24.50,73.01,85.13,16659.66,1
2025-03-25 21:25:01,24.53,73.04,85.14,16659.32,1
2025-03-25 21:26:01,24.50,73.11,85.14,16659.61,1
2025-03-25 21:27:01,24.49,73.10,85.14,16659.26,1
2025-03-25 21:28:01,24.49,73.11,85.14,16659.17,1
2025-03-25 21:29:02,24.54,72.82,85.14,16659.14,1
2025-03-25 21:30:02,24.49,72.99,85.15,16658.76,1
2025-03-25 21:31:02,24.49,72.94,85.15,16658.87,1
2025-03-25 21:32:02,24.46,73.04,85.15,16658.52,1
2025-03-25 21:33:02,24.42,73.13,85.15,16658.73,1
2025-03-25 21:34:02,24.47,72.83,85.15,16658.64,1
2025-03-25 21:35:02,24.45,73.03,85.15,16658.73,1
2025-03-25 21:36:02,24.38,73.04,85.15,16658.88,1
2025-03-25 21:37:02,24.42,72.99,85.15,16658.72,1
2025-03-25 21:38:02,24.43,72.91,85.15,16658.84,1
2025-03-25 21:39:02,24.39,73.04,85.15,16658.87,1
2025-03-25 21:40:03,24.36,73.03,85.15,16658.62,1
2025-03-25 21:41:03,24.21,73.15,85.15,16658.89,1
2025-03-25 21:42:03,24.21,73.31,85.15,16658.95,1
2025-03-25 21:43:03,24.28,73.14,85.15,16658.85,1
2025-03-25 21:44:03,24.31,73.15,85.14,16659.09,1
2025-03-25 21:45:03,24.35,73.12,85.15,16658.96,1
2025-03-25 21:46:03,24.36,73.01,85.15,16658.93,1
2025-03-25 21:47:03,24.35,72.90,85.15,16658.75,1
2025-03-25 21:48:03,24.32,73.01,85.15,16658.92,1
2025-03-25 21:49:03,24.31,73.17,85.15,16658.76,1
2025-03-25 21:50:03,24.36,72.64,85.15,16658.84,1
2025-03-25 21:51:04,24.36,72.86,85.15,16658.96,1
2025-03-25 21:52:04,24.35,72.93,85.15,16658.99,1
2025-03-25 21:53:04,24.35,73.17,85.15,16658.67,1
2025-03-25 21:54:04,24.36,73.08,85.15,16658.59,1
2025-03-25 21:55:04,24.27,73.24,85.15,16658.54,1
2025-03-25 21:56:04,24.15,73.52,85.15,16658.49,1
2025-03-25 21:57:04,24.15,73.60,85.16,16658.29,1
2025-03-25 21:58:04,24.15,73.56,85.16,16658.39,1
2025-03-25 21:59:04,24.23,73.48,85.15,16658.59,1
2025-03-25 22:00:04,24.26,73.22,85.15,16658.60,1
2025-03-25 22:01:04,24.15,73.49,85.15,16658.75,1
2025-03-25 22:02:04,23.90,74.28,85.14,16659.08,1
2025-03-25 22:03:05,24.03,73.99,85.15,16658.95,1
2025-03-25 22:04:05,24.11,73.64,85.14,16659.23,1
2025-03-25 22:05:05,24.16,73.63,85.14,16659.24,1
2025-03-25 22:06:05,24.21,73.61,85.14,16659.28,1
2025-03-25 22:07:05,24.23,73.58,85.14,16659.18,1
2025-03-25 22:08:05,24.19,73.73,85.14,16659.26,1
2025-03-25 22:09:05,24.19,73.80,85.14,16659.40,1
2025-03-25 22:10:05,24.16,73.53,85.14,16659.47,1
2025-03-25 22:11:05,23.94,74.30,85.14,16659.35,1
2025-03-25 22:12:05,24.01,74.47,85.14,16659.48,1
2025-03-25 22:13:05,24.07,74.43,85.14,16659.24,1
2025-03-25 22:14:06,24.07,74.55,85.14,16659.18,1
2025-03-25 22:15:06,24.14,74.46,85.14,16659.32,1
2025-03-25 22:16:06,24.16,74.46,85.14,16659.38,1
2025-03-25 22:17:06,24.15,74.65,85.15,16659.01,1
2025-03-25 22:18:06,24.15,74.39,85.14,16659.33,1
2025-03-25 22:19:06,24.16,74.36,85.14,16659.49,1
2025-03-25 22:20:06,24.19,74.51,85.14,16659.35,1
2025-03-25 22:21:06,24.28,74.27,85.14,16659.62,1
2025-03-25 22:22:06,24.28,74.09,85.14,16659.47,1
2025-03-25 22:23:06,24.23,74.13,85.14,16659.36,1
2025-03-25 22:24:06,24.23,74.47,85.14,16659.36,1
2025-03-25 22:25:07,24.20,74.23,85.14,16659.15,1
2025-03-25 22:26:07,24.21,74.13,85.14,16659.29,1
2025-03-25 22:27:07,24.26,74.02,85.14,16659.13,1
2025-03-25 22:28:07,24.20,74.12,85.14,16659.13,1
2025-03-25 22:29:07,24.23,74.19,85.14,16659.34,1
2025-03-25 22:30:07,24.27,74.05,85.14,16659.03,1
2025-03-25 22:31:07,24.26,73.94,85.15,16658.97,1
2025-03-25 22:32:07,24.24,73.92,85.15,16658.88,1
2025-03-25 22:33:07,24.21,73.85,85.15,16658.70,1
2025-03-25 22:34:07,24.21,73.77,85.15,16658.71,1
2025-03-25 22:35:07,24.20,73.81,85.15,16658.94,1
2025-03-25 22:36:07,24.16,73.97,85.15,16658.79,1
2025-03-25 22:37:08,24.12,74.16,85.15,16658.69,1
2025-03-25 22:38:08,24.15,74.09,85.15,16658.96,1
2025-03-25 22:39:08,24.16,74.01,85.15,16658.78,1
2025-03-25 22:40:08,24.12,74.13,85.15,16658.80,1
2025-03-25 22:41:08,24.12,74.22,85.15,16658.44,1
2025-03-25 22:42:08,24.12,74.26,85.15,16658.81,1
2025-03-25 22:43:08,24.12,74.13,85.14,16659.06,1
2025-03-25 22:44:08,24.14,74.36,85.15,16658.90,1
2025-03-25 22:45:08,24.14,74.12,85.15,16658.57,1
2025-03-25 22:46:08,24.08,74.23,85.14,16659.03,1
2025-03-25 22:47:08,24.10,74.13,85.15,16658.72,1
2025-03-25 22:48:09,24.07,74.27,85.15,16658.69,1
2025-03-25 22:49:09,24.00,74.52,85.15,16658.94,1
2025-03-25 22:50:09,23.99,74.69,85.15,16658.87,1
2025-03-25 22:51:09,23.99,74.59,85.15,16658.84,1
2025-03-25 22:52:09,24.00,74.58,85.15,16658.72,1
2025-03-25 22:53:09,23.97,74.39,85.15,16658.74,1
2025-03-25 22:54:09,23.96,74.44,85.15,16658.70,1
2025-03-25 22:55:09,23.94,74.46,85.15,16658.71,1
2025-03-25 22:56:09,23.97,74.19,85.15,16659.00,1
2025-03-25 22:57:09,23.97,74.33,85.14,16659.28,1
2025-03-25 22:58:09,23.96,74.22,85.14,16659.15,1
2025-03-25 22:59:10,23.92,74.05,85.14,16659.14,1
2025-03-25 23:00:10,23.85,74.34,85.14,16659.10,1
2025-03-25 23:01:10,23.75,74.52,85.14,16659.04,1
2025-03-25 23:02:10,23.82,74.21,85.14,16659.30,1
2025-03-25 23:03:10,23.85,74.03,85.15,16658.85,1
2025-03-25 23:04:10,23.79,74.12,85.15,16658.79,1
2025-03-25 23:05:10,23.56,74.88,85.15,16658.66,1
2025-03-25 23:06:10,23.64,74.64,85.15,16658.55,1
2025-03-25 23:07:10,23.69,74.65,85.15,16658.47,1
2025-03-25 23:08:10,23.66,74.61,85.15,16658.47,1
2025-03-25 23:09:10,23.40,75.37,85.15,16658.46,1
2025-03-25 23:10:10,23.29,76.12,85.15,16658.59,1
2025-03-25 23:11:11,23.37,75.75,85.16,16658.28,1
2025-03-25 23:12:11,23.36,76.43,85.15,16658.54,1
2025-03-25 23:13:11,23.63,75.92,85.15,16658.49,1
2025-03-25 23:14:11,23.70,75.48,85.15,16658.61,1
2025-03-25 23:15:11,23.75,75.67,85.15,16658.40,1
2025-03-25 23:16:11,23.75,75.67,85.15,16658.65,1
2025-03-25 23:17:11,23.77,75.07,85.15,16658.86,1
2025-03-25 23:18:11,23.67,74.85,85.15,16658.75,1
2025-03-25 23:19:11,23.53,75.48,85.15,16658.93,1
2025-03-25 23:20:11,23.44,75.45,85.14,16659.03,1
2025-03-25 23:21:11,23.45,75.69,85.15,16658.88,1
2025-03-25 23:22:12,23.47,75.91,85.15,16658.49,1
2025-03-25 23:23:12,23.55,75.33,85.15,16658.74,1
2025-03-25 23:24:12,23.55,75.65,85.15,16658.59,1
2025-03-25 23:25:12,23.62,75.56,85.15,16658.54,1
2025-03-25 23:26:12,23.62,75.28,85.15,16658.55,1
2025-03-25 23:27:12,23.55,75.34,85.16,16658.24,1
2025-03-25 23:28:12,23.36,76.02,85.15,16658.54,1
2025-03-25 23:29:12,23.43,75.87,85.15,16658.43,1
2025-03-25 23:30:12,23.51,75.52,85.15,16658.53,1
2025-03-25 23:31:12,23.40,75.64,85.16,16658.28,1
2025-03-25 23:32:12,23.45,75.80,85.15,16658.45,1
2025-03-25 23:33:12,23.53,75.72,85.16,16658.20,1
2025-03-25 23:34:13,23.56,75.58,85.16,16658.38,1
2025-03-25 23:35:13,23.51,75.84,85.16,16658.35,1
2025-03-25 23:36:13,23.51,75.44,85.16,16658.30,1
2025-03-25 23:37:13,23.37,76.00,85.15,16658.47,1
2025-03-25 23:38:13,23.37,75.87,85.15,16658.50,1
2025-03-25 23:39:13,23.41,75.79,85.15,16658.41,1
2025-03-25 23:40:13,23.37,75.92,85.16,16657.97,1
2025-03-25 23:41:13,23.41,75.62,85.16,16658.37,1
2025-03-25 23:42:13,23.33,75.72,85.16,16658.16,1
2025-03-25 23:43:13,23.37,75.99,85.16,16657.99,1
2025-03-25 23:44:13,23.33,76.14,85.16,16658.26,1
2025-03-25 23:45:14,23.26,76.31,85.16,16658.17,1
2025-03-25 23:46:14,23.16,76.69,85.16,16658.28,1
2025-03-25 23:47:14,23.16,76.32,85.15,16658.43,1
2025-03-25 23:48:14,23.11,76.30,85.16,16658.29,1
2025-03-25 23:49:14,23.21,76.40,85.16,16658.36,1
2025-03-25 23:50:14,23.22,76.12,85.15,16658.50,1
2025-03-25 23:51:14,23.16,76.31,85.15,16658.45,1
2025-03-25 23:52:14,22.85,77.51,85.16,16658.38,1
2025-03-25 23:53:14,23.03,77.05,85.15,16658.49,1
2025-03-25 23:54:14,23.11,76.74,85.15,16658.57,1
2025-03-25 23:55:14,22.87,77.57,85.15,16658.51,1
2025-03-25 23:56:15,22.81,77.85,85.15,16658.69,1
2025-03-25 23:57:15,22.75,77.99,85.15,16658.73,1
2025-03-25 23:58:15,22.69,78.23,85.15,16658.69,1
2025-03-25 23:59:15,22.61,78.46,85.15,16658.90,1
2025-03-26 00:00:15,22.63,78.38,85.15,16658.97,1
2025-03-26 00:01:15,22.58,78.37,85.14,16659.07,1
2025-03-26 00:02:15,22.72,78.02,85.14,16659.10,1
2025-03-26 00:03:15,22.79,77.71,85.14,16659.27,1
2025-03-26 00:04:15,22.92,77.41,85.14,16659.12,1
2025-03-26 00:05:15,23.01,76.98,85.14,16659.30,1
2025-03-26 00:06:15,23.06,76.77,85.15,16658.99,1
2025-03-26 00:07:15,23.06,76.65,85.14,16659.22,1
2025-03-26 00:08:16,22.84,77.15,85.14,16659.48,1
2025-03-26 00:09:16,22.88,77.41,85.14,16659.35,1
2025-03-26 00:10:16,22.92,77.19,85.14,16659.45,1
2025-03-26 00:11:16,22.80,77.38,85.14,16659.26,1
2025-03-26 00:12:16,22.85,77.37,85.14,16659.04,1
2025-03-26 00:13:16,22.79,77.44,85.14,16659.42,1
2025-03-26 00:14:16,22.85,77.11,85.14,16659.13,1
2025-03-26 00:15:16,22.84,77.30,85.14,16659.34,1
2025-03-26 00:16:16,22.81,77.17,85.14,16659.38,1
2025-03-26 00:17:16,22.94,76.93,85.14,16659.34,1
2025-03-26 00:18:16,22.91,76.98,85.14,16659.49,1
2025-03-26 00:19:17,22.91,76.61,85.14,16659.57,1
2025-03-26 00:20:17,22.92,77.08,85.14,16659.63,1
2025-03-26 00:21:17,22.90,77.13,85.13,16659.79,1
2025-03-26 00:22:17,22.81,77.23,85.13,16659.95,1
2025-03-26 00:23:17,22.75,77.73,85.13,16660.24,1
2025-03-26 00:24:17,22.85,77.36,85.12,16660.32,1
2025-03-26 00:25:17,22.94,76.65,85.13,16660.09,1
2025-03-26 00:26:17,22.88,76.98,85.12,16660.35,1
2025-03-26 00:27:17,22.83,77.01,85.13,16660.20,1
2025-03-26 00:28:17,22.90,77.19,85.13,16660.08,1
2025-03-26 00:29:17,22.63,77.41,85.13,16660.15,1
2025-03-26 00:30:18,22.60,77.40,85.13,16660.07,1
2025-03-26 00:31:18,22.63,77.91,85.13,16660.02,1
2025-03-26 00:32:18,22.72,77.34,85.13,16660.23,1
2025-03-26 00:33:18,22.58,77.96,85.13,16660.21,1
2025-03-26 00:34:18,22.71,77.57,85.13,16660.20,1
2025-03-26 00:35:18,22.71,77.64,85.12,16660.29,1
2025-03-26 00:36:18,22.75,77.65,85.12,16660.32,1
2025-03-26 00:37:18,22.85,77.29,85.13,16660.16,1
2025-03-26 00:38:18,22.88,77.27,85.12,16660.59,1
2025-03-26 00:39:18,22.83,77.49,85.13,16660.25,1
2025-03-26 00:40:18,22.77,77.47,85.12,16660.31,1
2025-03-26 00:41:18,22.80,77.42,85.12,16660.33,1
2025-03-26 00:42:19,22.85,77.29,85.13,16660.24,1
2025-03-26 00:43:19,22.77,77.49,85.13,16660.21,1
2025-03-26 00:44:19,22.83,77.30,85.12,16660.54,1
2025-03-26 00:45:19,22.81,77.44,85.12,16660.85,1
2025-03-26 00:46:19,22.88,77.22,85.11,16660.90,1
2025-03-26 00:47:19,22.95,77.15,85.11,16661.06,1
2025-03-26 00:48:19,23.20,77.04,85.12,16660.85,1
2025-03-26 00:49:19,23.24,76.95,85.11,16661.05,1
2025-03-26 00:50:19,23.18,76.98,85.11,16661.09,1
2025-03-26 00:51:19,23.14,76.96,85.11,16660.89,1
2025-03-26 00:52:19,23.14,76.79,85.11,16661.36,1
2025-03-26 00:53:20,23.13,76.69,85.11,16661.40,1
2025-03-26 00:54:20,23.06,77.31,85.10,16661.55,1
2025-03-26 00:55:20,23.09,77.13,85.10,16661.70,1
2025-03-26 00:56:20,23.10,76.98,85.10,16661.51,1
2025-03-26 00:57:20,23.09,77.00,85.10,16661.78,1
2025-03-26 00:58:20,23.02,77.08,85.09,16662.19,1
2025-03-26 00:59:20,22.84,77.75,85.10,16661.82,1
2025-03-26 01:00:20,22.91,77.51,85.09,16662.16,1
2025-03-26 01:01:20,22.92,77.40,85.09,16662.31,1
2025-03-26 01:02:20,22.96,77.32,85.09,16662.62,1
2025-03-26 01:03:20,23.01,77.25,85.09,16662.60,1
2025-03-26 01:04:21,23.02,77.25,85.08,16662.76,1
2025-03-26 01:05:21,23.03,77.19,85.08,16662.74,1
2025-03-26 01:06:21,23.06,77.16,85.08,16662.92,1
2025-03-26 01:07:21,23.07,76.96,85.08,16662.83,1
2025-03-26 01:08:21,23.07,77.17,85.08,16662.92,1
2025-03-26 01:09:21,23.09,77.10,85.08,16663.12,1
2025-03-26 01:10:21,23.09,77.20,85.08,16663.18,1
2025-03-26 01:11:21,23.10,77.13,85.07,16663.38,1
2025-03-26 01:12:21,23.07,77.21,85.08,16663.22,1
2025-03-26 01:13:21,23.10,77.24,85.07,16663.50,1
2025-03-26 01:14:21,23.07,77.41,85.07,16663.50,1
2025-03-26 01:15:21,23.09,77.27,85.07,16663.67,1
2025-03-26 01:16:22,23.10,77.11,85.07,16663.74,1
2025-03-26 01:17:22,23.10,77.10,85.06,16664.01,1
2025-03-26 01:18:22,23.06,77.46,85.06,16664.04,1
2025-03-26 01:19:22,23.06,77.34,85.06,16664.27,1
2025-03-26 01:20:22,23.06,77.34,85.06,16664.24,1
2025-03-26 01:21:22,23.06,77.37,85.06,16664.46,1
2025-03-26 01:22:22,23.05,77.37,85.06,16664.12,1
2025-03-26 01:23:22,23.03,77.43,85.06,16664.32,1
2025-03-26 01:24:22,23.03,77.34,85.06,16664.53,1
2025-03-26 01:25:22,22.99,76.88,85.05,16664.65,1
2025-03-26 01:26:22,22.99,77.36,85.05,16664.66,1
2025-03-26 01:27:23,22.92,76.95,85.05,16664.88,1
2025-03-26 01:28:23,22.91,77.37,85.05,16664.90,1
2025-03-26 01:29:23,22.90,77.57,85.05,16664.84,1
2025-03-26 01:30:23,22.85,77.57,85.05,16665.04,1
2025-03-26 01:31:23,22.88,77.52,85.05,16664.97,1
2025-03-26 01:32:23,22.88,77.59,85.05,16665.12,1
2025-03-26 01:33:23,22.90,77.72,85.05,16664.67,1
2025-03-26 01:34:23,22.91,77.57,85.05,16664.96,1
2025-03-26 01:35:23,22.91,77.60,85.05,16664.84,1
2025-03-26 01:36:23,22.91,77.67,85.04,16665.32,1
2025-03-26 01:37:23,22.90,77.59,85.05,16664.90,1
2025-03-26 01:38:24,22.90,77.70,85.05,16665.06,1
2025-03-26 01:39:24,22.87,77.72,85.05,16665.16,1
2025-03-26 01:40:24,22.85,77.75,85.05,16665.17,1
2025-03-26 01:41:24,22.87,77.73,85.04,16665.46,1
2025-03-26 01:42:24,22.87,77.81,85.04,16665.38,1
2025-03-26 01:43:24,22.85,77.67,85.04,16665.39,1
2025-03-26 01:44:24,22.85,77.65,85.04,16665.39,1
2025-03-26 01:45:24,22.85,77.67,85.04,16665.29,1
2025-03-26 01:46:24,22.88,77.73,85.04,16665.32,1
2025-03-26 01:47:24,22.87,77.76,85.05,16665.20,1
2025-03-26 01:48:24,22.87,77.85,85.04,16665.46,1
2025-03-26 01:49:24,22.85,77.94,85.04,16665.37,1
2025-03-26 01:50:25,22.85,77.88,85.04,16665.54,1
2025-03-26 01:51:25,22.85,77.96,85.04,16665.49,1
2025-03-26 01:52:25,22.85,77.85,85.04,16665.65,1
2025-03-26 01:53:25,22.85,77.93,85.04,16665.74,1
2025-03-26 01:54:25,22.83,77.85,85.04,16665.67,1
2025-03-26 01:55:25,22.83,77.92,85.04,16665.54,1
2025-03-26 01:56:25,22.84,77.81,85.03,16665.83,1
2025-03-26 01:57:25,22.81,77.83,85.04,16665.73,1
2025-03-26 01:58:25,22.81,77.71,85.04,16665.67,1
2025-03-26 01:59:25,22.80,77.92,85.04,16665.54,1
2025-03-26 02:00:25,22.77,78.04,85.04,16665.82,1
2025-03-26 02:01:26,22.68,77.94,85.04,16665.60,1
2025-03-26 02:02:26,22.68,78.19,85.04,16665.82,1
2025-03-26 02:03:26,22.71,78.08,85.04,16665.78,1
2025-03-26 02:04:26,22.67,77.34,85.04,16665.75,1
2025-03-26 02:05:26,22.63,77.95,85.04,16665.77,1
2025-03-26 02:06:26,22.57,78.17,85.03,16665.96,1
2025-03-26 02:07:26,22.61,78.33,85.03,16665.90,1
2025-03-26 02:08:26,22.63,78.12,85.03,16666.03,1
2025-03-26 02:09:26,22.63,78.30,85.03,16666.10,1
2025-03-26 02:10:26,22.65,78.12,85.03,16665.97,1
2025-03-26 02:11:26,22.63,78.28,85.03,16665.92,1
2025-03-26 02:12:27,22.65,78.10,85.03,16666.04,1
2025-03-26 02:13:27,22.57,78.22,85.04,16665.81,1
2025-03-26 02:14:27,22.56,78.39,85.04,16665.81,1
2025-03-26 02:15:27,22.56,77.78,85.03,16665.83,1
2025-03-26 02:16:27,22.60,78.30,85.04,16665.68,1
2025-03-26 02:17:27,22.54,77.38,85.04,16665.60,1
2025-03-26 02:18:27,22.53,78.36,85.04,16665.73,1
2025-03-26 02:19:27,22.52,78.37,85.03,16665.90,1
2025-03-26 02:20:27,22.39,78.74,85.04,16665.65,1
2025-03-26 02:21:27,22.45,78.77,85.04,16665.76,1
2025-03-26 02:22:27,22.49,78.64,85.04,16665.82,1
2025-03-26 02:23:27,22.49,78.66,85.04,16665.76,1
2025-03-26 02:24:28,22.52,78.19,85.04,16665.74,1
2025-03-26 02:25:28,22.49,78.31,85.04,16665.70,1
2025-03-26 02:26:28,22.46,78.29,85.03,16665.95,1
2025-03-26 02:27:28,22.53,78.70,85.04,16665.73,1
2025-03-26 02:28:28,22.53,78.45,85.03,16665.97,1
2025-03-26 02:29:28,22.48,78.60,85.04,16665.64,1
2025-03-26 02:30:28,22.52,78.68,85.04,16665.62,1
2025-03-26 02:31:28,22.48,77.95,85.04,16665.70,1
2025-03-26 02:32:28,22.31,77.96,85.04,16665.48,1
2025-03-26 02:33:28,22.35,78.99,85.04,16665.72,1
2025-03-26 02:34:28,22.45,78.73,85.04,16665.82,1
2025-03-26 02:35:29,22.49,78.74,85.04,16665.70,1
2025-03-26 02:36:29,22.49,77.94,85.03,16665.87,1
2025-03-26 02:37:29,22.49,78.17,85.04,16665.77,1
2025-03-26 02:38:29,22.48,78.61,85.03,16666.00,1
2025-03-26 02:39:29,22.48,78.56,85.04,16665.76,1
2025-03-26 02:40:29,22.43,78.15,85.04,16665.82,1
2025-03-26 02:41:29,22.38,78.52,85.03,16665.91,1
2025-03-26 02:42:29,22.42,78.36,85.04,16665.80,1
2025-03-26 02:43:29,22.41,78.10,85.03,16665.87,1
2025-03-26 02:44:29,22.37,78.84,85.03,16666.10,1
2025-03-26 02:45:29,22.33,78.47,85.03,16666.34,1
2025-03-26 02:46:29,22.28,78.54,85.03,16666.27,1
2025-03-26 02:47:30,22.33,79.11,85.03,16666.34,1
2025-03-26 02:48:30,22.33,78.74,85.03,16666.28,1
2025-03-26 02:49:30,22.33,78.95,85.02,16666.50,1
2025-03-26 02:50:30,22.35,78.98,85.02,16666.53,1
2025-03-26 02:51:30,22.38,78.96,85.03,16666.39,1
2025-03-26 02:52:30,22.33,78.86,85.03,16666.34,1
2025-03-26 02:53:30,22.24,78.33,85.03,16666.31,1
2025-03-26 02:54:30,22.27,78.56,85.03,16666.35,1
2025-03-26 02:55:30,22.30,78.94,85.02,16666.71,1
2025-03-26 02:56:30,22.24,78.58,85.02,16666.66,1
2025-03-26 02:57:30,22.23,78.71,85.02,16666.55,1
2025-03-26 02:58:31,22.01,79.00,85.02,16666.69,1
2025-03-26 02:59:31,22.00,79.75,85.02,16666.51,1
2025-03-26 03:00:31,21.90,79.34,85.02,16666.76,1
2025-03-26 03:01:31,21.83,79.51,85.02,16666.56,1
2025-03-26 03:02:31,21.82,79.55,85.02,16666.67,1
2025-03-26 03:03:31,21.85,79.63,85.02,16666.55,1
2025-03-26 03:04:31,21.76,80.16,85.03,16666.43,1
2025-03-26 03:05:31,21.85,79.91,85.02,16666.46,1
2025-03-26 03:06:31,21.96,79.91,85.02,16666.53,1
2025-03-26 03:07:31,22.08,79.45,85.02,16666.48,1
2025-03-26 03:08:31,22.13,79.29,85.03,16666.22,1
2025-03-26 03:09:32,22.20,79.00,85.03,16666.40,1
2025-03-26 03:10:32,22.22,79.03,85.03,16666.42,1
2025-03-26 03:11:32,22.26,79.13,85.03,16666.41,1
2025-03-26 03:12:32,22.23,79.09,85.02,16666.46,1
2025-03-26 03:13:32,22.26,78.91,85.03,16666.44,1
2025-03-26 03:14:32,22.27,78.89,85.03,16666.22,1
2025-03-26 03:15:32,22.26,78.77,85.03,16666.39,1
2025-03-26 03:16:32,22.26,78.62,85.03,16666.26,1
2025-03-26 03:17:32,22.27,78.92,85.03,16666.22,1
2025-03-26 03:18:32,22.27,78.70,85.03,16666.10,1
2025-03-26 03:19:32,22.26,78.83,85.02,16666.54,1
2025-03-26 03:20:32,22.26,79.00,85.03,16666.12,1
2025-03-26 03:21:33,22.17,78.91,85.03,16666.17,1
2025-03-26 03:22:33,22.16,78.49,85.03,16666.19,1
